Event,Date,Location,Latitude,Longitude,sample_top,sample_bottom,Comment,absolute_salinity(g/kg),Salinity (psu),Cond(microS/cm),Temperature,sample_id,
PS122/1_10-5,02/12/2019,snow1-A5,85.924427,113.896223,0.075,0.04,,0.7,,1312,,,
PS122/1_10-5,02/12/2019,snow1-A5,85.924427,113.896223,0.04,0.02,,13.1,,21750,,,
PS122/1_10-5,02/12/2019,snow1-A5,85.924427,113.896223,0.02,0,,16.5,,26930,,,
PS122/1_10-50,05/12/2019,RS-transect-north,86.142113,120.967131,0.09,0.07,,0,,96,,,
PS122/1_10-50,05/12/2019,RS-transect-north,86.142113,120.967131,0.07,0.05,,0.1,,161.2,,,
PS122/1_10-50,05/12/2019,RS-transect-north,86.142113,120.967131,0.11,0.09,,0.2,,441.6,,,
PS122/1_10-70,06/12/2019,snow2-A2,86.140307,122.221844,0.07,0.04,,0,,11.8,,,
PS122/1_10-70,06/12/2019,snow2-A2,86.140307,122.221844,0.1,0.07,,0,,20.4,,,
PS122/1_10-70,06/12/2019,snow2-A2,86.140307,122.221844,0.02,0,,0,,20.8,,,
PS122/1_10-70,06/12/2019,snow2-A2,86.140307,122.221844,0.04,0.02,,0,,29.5,,,
PS122/1_10-70,06/12/2019,snow2-A2,86.140307,122.221844,0.13,0.1,,0.1,,114.3,,,
PS122/1_10-71,06/12/2019,snow1-A3,86.138813,122.290837,0.065,0.035,,12,,19980,,,
PS122/1_10-71,06/12/2019,snow1-A3,86.138813,122.290837,0.04,0.02,,21.9,,34510,,,
PS122/1_10-71,06/12/2019,snow1-A3,86.138813,122.290837,0.02,0,,30.1,,,,,
PS122/1_10-72,06/12/2019,snow3-A6,86.138861,122.294345,0.05,0.02,,7.6,,13260,,,
PS122/1_10-72,06/12/2019,snow3-A6,86.138861,122.294345,0.04,0.02,,10,,17050,,,
PS122/1_10-72,06/12/2019,snow3-A6,86.138861,122.294345,0.02,0,,20.6,,32960,,,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.05,0.02,,0,,7.3,,dO18_0085,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.11,0.08,,0,,10.6,,dO18_0086,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.08,0.05,,0,,13.3,,dO18_0087,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.14,0.11,,0,,25,,dO18_0088,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.23,0.2,,0,,,,dO18_0089,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.2,0.17,,0,,,,dO18_0090,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.17,0.14,,0,,,,dO18_0091,
PS122/1_5-5,28/10/2019,snow1-A1,85.541079,126.483514,0.26,0.23,,0.1,,,,dO18_0092,
PS122/1_6-30,06/11/2019,snow3-A6,85.918749,117.688175,0.06,0.03,,1.2,,2371,,,
PS122/1_6-30,06/11/2019,snow3-A6,85.918749,117.688175,0.03,0,,15,,,,,
PS122/1_6-41,07/11/2019,RS-transect-north,85.920542,116.827728,0.095,0.065,,0,,22.2,,,
PS122/1_6-41,07/11/2019,RS-transect-north,85.920542,116.827728,0.065,0.035,,0,,24.6,,,
PS122/1_6-41,07/11/2019,RS-transect-north,85.920542,116.827728,0.125,0.095,,0,,36.5,,,
PS122/1_6-41,07/11/2019,RS-transect-north,85.920542,116.827728,0.035,0.005,,0.2,,390.9,,,
PS122/1_6-47,07/11/2019,RS-transect-north,85.920176,116.805311,0.07,0.04,,0,,11.8,,,
PS122/1_6-47,07/11/2019,RS-transect-north,85.920176,116.805311,0.1,0.07,,0,,27.8,,,
PS122/1_6-47,07/11/2019,RS-transect-north,85.920176,116.805311,0.04,0.01,,0.5,,1033,,,
PS122/1_6-47,07/11/2019,RS-transect-north,85.920176,116.805311,0.03,0,,0.7,,1485,,,
PS122/1_6-6,04/11/2019,snow1-A5,85.941256,120.121719,0.08,0.05,,0.2,,387.7,,,
PS122/1_6-6,04/11/2019,snow1-A5,85.941256,120.121719,0.05,0.02,,19,,30590,,,
PS122/1_6-6,04/11/2019,snow1-A5,85.941256,120.121719,0.02,0,,22.9,,36220,,,
PS122/1_7-12,11/11/2019,snow1-A3,85.878379,116.469979,0.06,0.03,,38.7,,,,,
PS122/1_7-12,11/11/2019,snow1-A3,85.878379,116.469979,0.03,0,,77.2,,,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.115,0.095,,0,,14.5,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.075,0.055,,0,,16,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.135,0.115,,0,,16.2,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.095,0.075,,0,,18,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.055,0.035,,0,,22.4,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.155,0.135,,0,,25.7,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.035,0.015,,0,,30.9,,,
PS122/1_7-68,14/11/2019,RS-transect-north,86.163946,118.214807,0.015,0,,0.1,,204,,,
PS122/1_7-70,14/11/2019,RS-transect-north,86.166028,118.227021,0.05,0.03,,0,,23.6,,,
PS122/1_7-70,14/11/2019,RS-transect-north,86.166028,118.227021,0.07,0.05,,0,,43.5,,,
PS122/1_7-70,14/11/2019,RS-transect-north,86.166028,118.227021,0.03,0.01,,0.2,,355.5,,,
PS122/1_7-70,14/11/2019,RS-transect-north,86.166028,118.227021,0.02,0,,0.8,,1654,,,
PS122/1_7-73,14/11/2019,RS-transect-north,86.16678,118.23056,0.06,0.04,,4.4,,7920,,,
PS122/1_7-73,14/11/2019,RS-transect-north,86.16678,118.23056,0.04,0.02,,25.3,,39700,,,
PS122/1_7-73,14/11/2019,RS-transect-north,86.16678,118.23056,0.02,0,,26,,40740,,,
PS122/1_7-88,15/11/2019,snow2-A2,86.189183,118.388435,0.02,0,,0,,16.1,,,
PS122/1_7-88,15/11/2019,snow2-A2,86.189183,118.388435,0.05,0.03,,0,,29.1,,,
PS122/1_7-88,15/11/2019,snow2-A2,86.189183,118.388435,0.07,0.05,,0,,31.3,,,
PS122/1_7-88,15/11/2019,snow2-A2,86.189183,118.388435,0.03,0.01,,0,,46.3,,,
PS122/1_7-88,15/11/2019,snow2-A2,86.189183,118.388435,0.1,0.07,,0.1,,61.2,,,
PS122/1_8-68,21/11/2019,RS-transect-north,85.741983,120.939863,0.07,0.04,,0,,10.3,,,
PS122/1_8-68,21/11/2019,RS-transect-north,85.741983,120.939863,0.1,0.07,,0,,33.8,,,
PS122/1_8-68,21/11/2019,RS-transect-north,85.741983,120.939863,0.16,0.13,,0,,35,,,
PS122/1_8-68,21/11/2019,RS-transect-north,85.741983,120.939863,0.04,0.02,,0,,35.7,,,
PS122/1_8-68,21/11/2019,RS-transect-north,85.741983,120.939863,0.02,0,,0.1,,196.6,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.14,0.11,,0,,15.5,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.11,0.08,,0,,20.4,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.08,0.05,,0,,24.4,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.17,0.14,,0,,28,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.2,0.17,,0,,55,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.06,0.04,,0.1,,185.2,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.04,0.02,,0.1,,261.7,,,
PS122/1_8-78,22/11/2019,snow2-A8,85.735793,120.811513,0.02,0,,1.1,,2141,,,
PS122/1_8-79,22/11/2019,ds-coring-A7,85.73138,120.78237,0.09,0.06,,0.4,,720,,,
PS122/1_8-79,22/11/2019,ds-coring-A7,85.73138,120.78237,0.06,0.04,,1.8,,3385,,,
PS122/1_8-79,22/11/2019,ds-coring-A7,85.73138,120.78237,0.04,0.02,,7.4,,12880,,,
PS122/1_8-79,22/11/2019,ds-coring-A7,85.73138,120.78237,0.02,0,,13.6,,22400,,,
PS122/1_9-71,28/11/2019,RS-transect-north,86.161671,116.822791,0.04,0.02,,0,,16.2,,,
PS122/1_9-71,28/11/2019,RS-transect-north,86.161671,116.822791,0.09,0.06,,0,,17.4,,,
PS122/1_9-71,28/11/2019,RS-transect-north,86.161671,116.822791,0.06,0.04,,0,,90.9,,,
PS122/1_9-71,28/11/2019,RS-transect-north,86.161671,116.822791,0.02,0,,0.1,,275.4,,,
PS122/1_9-72,28/11/2019,RS-transect-north,86.160829,116.778574,0.06,0.04,,0,,22.2,,,
PS122/1_9-72,28/11/2019,RS-transect-north,86.160829,116.778574,0.12,0.09,,0,,26.6,,,
PS122/1_9-72,28/11/2019,RS-transect-north,86.160829,116.778574,0.09,0.06,,0,,46.6,,,
PS122/1_9-72,28/11/2019,RS-transect-north,86.160829,116.778574,0.04,0.02,,0,,93,,,
PS122/1_9-73,28/11/2019,RS-transect-north,86.160419,116.755731,0.06,0.04,,0,,22.7,,,
PS122/1_9-73,28/11/2019,RS-transect-north,86.160419,116.755731,0.075,0.055,,0,,55.7,,,
PS122/1_9-73,28/11/2019,RS-transect-north,86.160419,116.755731,0.04,0.02,,0,,66.5,,,
PS122/1_9-73,28/11/2019,RS-transect-north,86.160419,116.755731,0.02,0,,0.4,,817,,,
PS122/2_16-24,19/12/2019,RS-transect-north,86.678375,112.959685,0.13,0.1,S4,0,,,19,,
PS122/2_16-24,19/12/2019,RS-transect-north,86.678375,112.959685,0,-0.03,S12,0,,,19,,
PS122/2_16-44,19/12/2019,RS-transect-north,86.678565,112.971396,0,-0.03,S2,0,,,19,,
PS122/2_16-44,19/12/2019,RS-transect-north,86.678565,112.971396,0.16,0.13,S3,0.1,,,19,,
PS122/2_16-45,19/12/2019,RS-transect-north,86.678349,112.958525,0.09,0.06,S1,0.1,,,19,,
PS122/2_16-46,19/12/2019,RS-transect-north,86.678172,112.946898,0.38,0.35,S13,0.1,,,19,,
PS122/2_16-46,19/12/2019,RS-transect-north,86.678172,112.946898,0,-0.03,S10,0.1,,,19,,
PS122/2_16-62,21/12/2019,RS3,86.687716,112.404836,0.1,0.07,S8,0,,,19,dO18_0098,RS3
PS122/2_16-62,21/12/2019,RS3,86.687716,112.404836,0.07,0.04,S16,0,,,19,dO18_0099,RS3
PS122/2_16-62,21/12/2019,RS3,86.687716,112.404836,0.03,0,S14,1.4,,,19,dO18_0105,RS3
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.23,0.2,S19,0,,,18.5,dO18_0113,Snow2 A8
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.2,0.17,S11,0,,,18.5,dO18_0114,Snow2 A8
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.17,0.14,S13,0,,,18.5,dO18_0115,Snow2 A8
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.14,0.11,S12,0,,,18.5,dO18_0116,Snow2 A8
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.11,0.08,S15,0,,,18.5,dO18_0117,Snow2 A8
PS122/2_17-109,27/12/2019,snow2-A8,86.678533,115.95761,0.08,0,S20,0.1,,,18.5,dO18_0118,Snow2 A8
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.085,0.055,S11,0,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.085,0.055,S18,0,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.085,0.055,S20,0,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.035,0,S7,0.1,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.085,0.055,S15,0.1,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.05,0.025,S9,0.2,,,19,,
PS122/2_17-16,23/12/2019,snow1-A9,86.641399,113.147028,0.085,0.05,S19,0.5,,,19,,
PS122/2_17-43,26/12/2019,RS-transect-north,86.653117,115.872631,0.28,0.25,S2,0,,,18.4,dO18_0151,Transect North RS
PS122/2_17-43,26/12/2019,RS-transect-north,86.653117,115.872631,0,-0.03,S6,0,,,18.4,dO18_0152,Transect North RS
PS122/2_17-44,26/12/2019,RS-transect-north,86.653808,115.88824,0.13,0.1,S9,0,,,18.4,dO18_0153,Transect North RS
PS122/2_17-44,26/12/2019,RS-transect-north,86.653808,115.88824,0,-0.03,S4,0.2,,,18.4,dO18_0156,Transect North RS
PS122/2_17-45,26/12/2019,RS-transect-north,86.653879,115.889844,0.095,0.065,S1,0,,,18.4,dO18_0154,Transect North RS
PS122/2_17-45,26/12/2019,RS-transect-north,86.653879,115.889844,0,-0.03,S7,0.3,,,18.4,dO18_0157,Transect North RS
PS122/2_17-46,26/12/2019,RS-transect-north,86.654084,115.894205,0,-0.03,S8,0,,,18.4,dO18_0155,Transect North RS
PS122/2_17-47,26/12/2019,RS-transect-north,86.654353,115.899551,0,-0.03,S3,0.3,,,18.4,dO18_0158,Transect North RS
PS122/2_17-49,26/12/2019,RS3,86.646972,115.691912,0.105,0.075,T,0,,,18.4,dO18_0100,RS3
PS122/2_17-49,26/12/2019,RS3,86.646972,115.691912,0,-0.03,B,0.9,,,18.4,dO18_0104,RS3
PS122/2_17-49,26/12/2019,RS3,86.646972,115.691912,0.05,0.02,M,0,,,18.4,dO18_0107,"RS3, snow depth middle not known"
PS122/2_18-17,30/12/2019,snow1-A5,86.608526,116.557529,0.055,0.025,S12,,,11.8,17.8,,
PS122/2_18-17,30/12/2019,snow1-A5,86.608526,116.557529,0.03,0,S13,,,21.7,17.8,,
PS122/2_18-17,30/12/2019,snow1-A5,86.608526,116.557529,0.085,0.055,S7,,,284,17.8,,
PS122/2_18-52,02/01/2020,RS-transect-north,86.821327,116.64326,0.02,0,S14,0,,14.4,19.8,dO18_0021,Bottom
PS122/2_18-52,02/01/2020,RS-transect-north,86.821327,116.64326,0.2,0.19,S11,0,,52.5,19.4,dO18_0125,Surface
PS122/2_18-53,02/01/2020,RS-transect-north,86.823046,116.621157,0.12,0.11,S19,0,,31,19.9,dO18_0124,Surface
PS122/2_18-53,02/01/2020,RS-transect-north,86.823046,116.621157,0.02,0,S4,0.1,,211.8,19.8,dO18_0022,Bottom
PS122/2_18-54,02/01/2020,RS-transect-north,86.824425,116.603469,0.095,0.085,ohne Nr,0.1,,130.2,19.4,dO18_0127,Surface
PS122/2_18-54,02/01/2020,RS-transect-north,86.824425,116.603469,0.02,0,S12,0.4,,900,19.9,dO18_0023,Bottom
PS122/2_18-55,02/01/2020,RS-transect-north,86.826359,116.578845,0.08,0.07,S3,0,,95.4,19.9,dO18_0126,Surface
PS122/2_18-55,02/01/2020,RS-transect-north,86.826359,116.578845,0.02,0,S1,0.5,,962,18.6,dO18_0024,Bottom
PS122/2_18-56,02/01/2020,RS3,86.829262,116.541992,0.055,0.03,S10,0,,46.2,19.1,,
PS122/2_18-56,02/01/2020,RS3,86.829262,116.541992,0.075,0.055,B,0,,76.9,19,,
PS122/2_18-56,02/01/2020,RS3,86.829262,116.541992,0.08,0.075,S7,0.3,,565,19.1,,
PS122/2_18-56,02/01/2020,RS3,86.829262,116.541992,0.03,0.015,S6,0.4,,775,19.3,,
PS122/2_18-56,02/01/2020,RS3,86.829262,116.541992,0.015,0,C20,4.4,,7050,19,,
PS122/2_18-66,03/01/2020,snow1-A5,86.89846,115.741537,0.08,0.05,S20,,,913,18.4,dO18_0065,maybe microSiemens
PS122/2_18-66,03/01/2020,snow1-A5,86.89846,115.741537,0.05,0.02,S9,,,10000,18.4,dO18_0066,maybe microSiemens
PS122/2_18-66,03/01/2020,snow1-A5,86.89846,115.741537,0.03,0,S13,,,23130,18.4,dO18_0067,maybe microSiemens
PS122/2_19-129,09/01/2020,RS-transect-north,87.143452,114.284656,0.03,0,S6,0,,,18.5,dO18_0025,bottom
PS122/2_19-129,09/01/2020,RS-transect-north,87.143452,114.284656,0.32,0.29,S7,0,,,18.5,dO18_0128,surface
PS122/2_19-132,09/01/2020,RS-transect-north,87.144098,114.258919,0.03,0,S13,0,,,18.5,dO18_0026,bottom
PS122/2_19-132,09/01/2020,RS-transect-north,87.144098,114.258919,0.13,0.1,S8,0,,,18.5,dO18_0129,surface
PS122/2_19-134,09/01/2020,RS-transect-north,87.144509,114.242369,0.03,0,S1,0,,,18.5,dO18_0027,bottom
PS122/2_19-134,09/01/2020,RS-transect-north,87.144509,114.242369,0.13,0.1,M,0.1,,,18.5,dO18_0130,surface
PS122/2_19-137,09/01/2020,RS-transect-north,87.144801,114.23074,0.03,0,S19,0.1,,,18.5,dO18_0028,bottom
PS122/2_19-137,09/01/2020,RS-transect-north,87.144801,114.23074,0.21,0.18,S18,0.1,,,18.5,dO18_0131,surface
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,4.05,,,dO18_0031,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,6.1,,,dO18_0033,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,7.7,,,dO18_0037,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,10.8,,,dO18_0038,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,11.76,,,dO18_0039,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,12.43,,,dO18_0040,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,14.83,,,dO18_0042,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,15.52,,,dO18_0043,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,15.58,,,dO18_0044,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.03,0,,,23.24,,,dO18_0045,"bottom, RS salinity instrument (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.06,0.03,,,1.07,,,dO18_0068,"middle, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.09,0.06,,,0.12,,,dO18_0134,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.16,0.13,,,0.2,,,dO18_0137,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.06,0.03,,,1.53,,,dO18_0141,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.04,0.01,,,1.8,,,dO18_0142,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.16,0.13,,,1.86,,,dO18_0143,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.06,0.03,,,2.3,,,dO18_0144,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.07,0.04,,,2.5,,,dO18_0145,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.07,0.04,,,2.7,,,dO18_0146,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.04,0.01,,,2.86,,,dO18_0147,"surface, RS salinity instrument, (psu)"
PS122/2_19-141,12/01/2020,runway1,87.275073,109.415432,0.05,0.02,,,3.31,,,dO18_0148,"surface, RS salinity instrument, (psu)"
PS122/2_19-142,09/01/2020,RS3,87.145714,114.194168,0.03,0,S11,,3.3,,,dO18_0030,"bottom, RS salinity instrument (psu)"
PS122/2_19-142,09/01/2020,RS3,87.145714,114.194168,0.105,0.075,S4,,0,,,dO18_0133,"surface, RS salinity instrument, (psu)"
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.37,0.34,AB,0,,,,dO18_0192,
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.31,0.28,S9,0,,,,dO18_0193,
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.25,0.22,AA,0,,,,dO18_0194,
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.19,0.16,S2,0,,,,dO18_0195,
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.13,0.1,S12,0,,,,dO18_0196,
PS122/2_19-144,10/01/2020,FR,87.175694,112.794265,0.07,0.04,S14,0,,,,dO18_0197,
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.03,0,,,4.3,,,dO18_0032,"bottom, RS salinity instrument (psu)"
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.03,0,,,6.39,,,dO18_0034,"bottom, RS salinity instrument (psu)"
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.03,0,,,6.75,,,dO18_0035,"bottom, RS salinity instrument (psu)"
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.03,0,,,7.61,,,dO18_0036,"bottom, RS salinity instrument (psu)"
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.03,0,,,14.33,,,dO18_0041,"bottom, RS salinity instrument (psu)"
PS122/2_19-145,13/01/2020,runway1,87.338367,107.028839,0.08,0.05,,,0.15,,,dO18_0135,"surface, RS salinity instrument, (psu)"
