Event,Date,Location,Latitude,Longitude,sample_top,sample_bottom,Comment,absolute_salinity(g/kg),Salinity (psu),Cond(microS/cm),Temperature,sample_id,
PS122/3_30-61,06/03/2020,RS3,88.101065,29.711328,0.04,0.01,B,0.6,,,20.2,dO18_0420,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.27,0.24,O,0.1,,,20.3,dO18_0430,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.24,0.21,N,0.1,,,21.1,dO18_0431,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.21,0.18,M,0.1,,,20.9,dO18_0432,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.18,0.15,K,0.1,,,20.3,dO18_0433,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.15,0.12,L,0.1,,,20.4,dO18_0434,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.12,0.09,J,0.1,,,21,dO18_0435,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.09,0.06,H,0.1,,,21.3,dO18_0436,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.06,0.03,I,4.9,,,21,dO18_0437,
PS122/3_31-55,11/03/2020,snow1-A5,87.67317,24.578734,0.03,0,G,10.7,,,20.7,dO18_0438,
PS122/3_31-79,15/03/2020,snow2-A2,87.069843,15.4024,0.13,0.1,E,0,,,20.6,dO18_0425,
PS122/3_31-79,15/03/2020,snow2-A2,87.069843,15.4024,0.16,0.13,Y,0.1,,,21.3,dO18_0426,
PS122/3_31-79,15/03/2020,snow2-A2,87.069843,15.4024,0.19,0.16,V,0,,,21,dO18_0427,
PS122/3_31-79,15/03/2020,snow2-A2,87.069843,15.4024,0.22,0.19,Q,0.1,,,20.8,dO18_0428,
PS122/3_31-79,15/03/2020,snow2-A2,87.069843,15.4024,0.25,0.22,R,0.1,,,20.6,dO18_0429,
PS122/3_32-22,16/03/2020,lead-flux,86.898816,12.867117,0.01,0,W,61.7,,,21.8,dO18_0439,
PS122/3_32-59,20/03/2020,snow2-A8,86.336028,14.779778,0.14,0.11,C,0.1,,,19.5,dO18_0444,
PS122/3_32-59,20/03/2020,snow2-A8,86.336028,14.779778,0.11,0.08,L,0,,,19.7,dO18_0445,
PS122/3_32-59,20/03/2020,snow2-A8,86.336028,14.779778,0.08,0.05,N,0,,,19.8,dO18_0446,
PS122/3_32-59,20/03/2020,snow2-A8,86.336028,14.779778,0.05,0.02,A,0.5,,,19.5,dO18_0447,
PS122/3_32-61,21/03/2020,ds-coring-FYI,86.264096,15.149762,0.13,0.1,Q,0.1,,,19.9,dO18_0440,
PS122/3_32-61,21/03/2020,ds-coring-FYI,86.264096,15.149762,0.1,0.07,D,0.1,,,19.3,dO18_0441,
PS122/3_32-61,21/03/2020,ds-coring-FYI,86.264096,15.149762,0.07,0.04,G,0,,,19.7,dO18_0442,
PS122/3_32-61,21/03/2020,ds-coring-FYI,86.264096,15.149762,0.04,0.01,E,4.5,,,19.4,dO18_0443,
PS122/3_32-88,22/03/2020,snow1-A5,86.229603,15.682993,0.16,0.13,I,0.1,,,19.4,dO18_0457,
PS122/3_32-88,22/03/2020,snow1-A5,86.229603,15.682993,0.13,0.1,K,0.1,,,20.4,dO18_0458,
PS122/3_32-88,22/03/2020,snow1-A5,86.229603,15.682993,0.1,0.07,J,0.1,,,19.7,dO18_0459,
PS122/3_32-88,22/03/2020,snow1-A5,86.229603,15.682993,0.07,0.04,H,1,,,19.9,dO18_0460,
PS122/3_32-88,22/03/2020,snow1-A5,86.229603,15.682993,0.04,0.01,B,11.2,,,20.2,dO18_0461,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.3,0.27,U,0.1,,,18.7,dO18_0448,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.27,0.24,S,0.1,,,19.3,dO18_0449,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.24,0.21,W,0,,,20.6,dO18_0450,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.21,0.18,P,0.1,,,19.4,dO18_0451,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.18,0.15,O,0.1,,,20,dO18_0452,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.15,0.12,T,0,,,19.5,dO18_0453,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.12,0.09,F,0,,,19.9,dO18_0454,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.09,0.06,M,4.8,,,19.9,dO18_0455,
PS122/3_32-92,22/03/2020,snow1-A3,86.227619,15.710508,0.06,0.03,Y,11.9,,,19.6,dO18_0456,
PS122/3_33-41,25/03/2020,snow2-A2,86.129983,14.303533,0.15,0.12,P,0,,,19.4,dO18_0462,
PS122/3_33-41,25/03/2020,snow2-A2,86.129983,14.303533,0.12,0.09,L,0,,,19.1,dO18_0463,
PS122/3_33-41,25/03/2020,snow2-A2,86.129983,14.303533,0.09,0.06,V,0.1,,,19.1,dO18_0464,
PS122/3_33-41,25/03/2020,snow2-A2,86.129983,14.303533,0.06,0.03,E,0.1,,,19.1,dO18_0465,
PS122/3_34-34,01/04/2020,snow2-A2,85.121823,15.504967,0.14,0.11,K,0.4,,,21.6,dO18_0108,SALINE TOP LAYER
PS122/3_34-34,01/04/2020,snow2-A2,85.121823,15.504967,0.11,0.08,B,0.2,,,21.2,dO18_0467,
PS122/3_34-34,01/04/2020,snow2-A2,85.121823,15.504967,0.08,0.05,T,0,,,21.3,dO18_0468,
PS122/3_34-34,01/04/2020,snow2-A2,85.121823,15.504967,0.05,0.02,M,0.2,,,21.1,dO18_0469,
PS122/3_34-45,02/04/2020,snow1-A5,84.971908,15.12961,0.07,0.04,A,0.8,,,22.6,dO18_0466,
PS122/3_35-23,06/04/2020,ds-coring-SYI,84.541147,14.185918,0.16,0.13,G,0,,,21.7,dO18_0482,
PS122/3_35-23,06/04/2020,ds-coring-SYI,84.541147,14.185918,0.13,0.1,F,0,,,21.6,dO18_0483,
PS122/3_35-23,06/04/2020,ds-coring-SYI,84.541147,14.185918,0.07,0.04,Y,0,,,21.8,dO18_0484,
PS122/3_35-23,06/04/2020,ds-coring-SYI,84.541147,14.185918,0.04,0.01,W,0,,,21.5,dO18_0485,
PS122/3_35-53,08/04/2020,RS4,84.483007,14.628226,0.15,0.12,E,0.1,,,22.3,dO18_0477,
PS122/3_35-53,08/04/2020,RS4,84.483007,14.628226,0.12,0.09,V,0,,,21.7,dO18_0478,
PS122/3_35-53,08/04/2020,RS4,84.483007,14.628226,0.09,0.06,H,0,,,21.5,dO18_0479,
PS122/3_35-53,08/04/2020,RS4,84.483007,14.628226,0.06,0.03,O,2.2,,,21.8,dO18_0480,
PS122/3_35-53,08/04/2020,RS4,84.483007,14.628226,0.03,0,N,6.8,,,22,dO18_0481,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.27,0.24,Q,0.1,,,21.2,dO18_0470,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.21,0.18,S,0.1,,,21.6,dO18_0471,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.15,0.12,I,0.1,,,21.9,dO18_0472,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.12,0.09,L,0.1,,,21.4,dO18_0473,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.09,0.06,J,1.1,,,22.3,dO18_0474,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.06,0.03,C,9,,,21.9,dO18_0475,
PS122/3_35-56,08/04/2020,snow1-A3,84.478591,14.693862,0.03,0,D,12.6,,,22.2,dO18_0476,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.22,0.19,B,0,,,23.5,dO18_0486,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.07,0.04,C,2.1,,,23.2,dO18_0487,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.13,0.1,Y,0.1,,,23.4,dO18_0488,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.19,0.16,H,0.1,,,23.2,dO18_0489,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.16,0.13,J,0.1,,,24,dO18_0504,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.1,0.07,W,0,,,23.9,dO18_0505,
PS122/3_36-103,16/04/2020,RS4,84.350349,13.090793,0.04,0.01,M,7.6,,,23.6,dO18_0506,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.17,0.14,F,0.1,,,22.5,dO18_0490,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.14,0.11,V,0.1,,,21.8,dO18_0491,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.11,0.08,O,0.1,,,22.6,dO18_0492,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.08,0.05,G,0.1,,,22.1,dO18_0493,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.05,0.03,T,1.8,,,22.5,dO18_0494,
PS122/3_36-14,13/04/2020,snow1-A5*,84.293257,14.959879,0.03,0,S,7.5,,,22.5,dO18_0495,
PS122/3_36-35,15/04/2020,snow2-A2,84.326425,14.021571,0.095,0.065,I,0,,,23.9,dO18_0496,
PS122/3_36-35,15/04/2020,snow2-A2,84.326425,14.021571,0.07,0.04,K,0,,,23.3,dO18_0497,
PS122/3_36-35,15/04/2020,snow2-A2,84.326425,14.021571,0.04,0.01,L,0,,,22.5,dO18_0498,
PS122/3_36-99,16/04/2020,ds-coring-FYI,84.314318,13.144333,0.15,0.12,q,0.1,,,23.2,dO18_0499,
PS122/3_36-99,16/04/2020,ds-coring-FYI,84.314318,13.144333,0.12,0.09,d,0,,,22.4,dO18_0500,
PS122/3_36-99,16/04/2020,ds-coring-FYI,84.314318,13.144333,0.09,0.06,e,0,,,23.8,dO18_0501,
PS122/3_36-99,16/04/2020,ds-coring-FYI,84.314318,13.144333,0.06,0.03,n,1.4,,,23.2,dO18_0502,
PS122/3_36-99,16/04/2020,ds-coring-FYI,84.314318,13.144333,0.03,0,a,3.7,,,24,dO18_0503,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.34,0.31,M,0.3,,,22.6,dO18_0533,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.22,0.19,D,0.1,,,22.8,dO18_0534,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.19,0.16,G,0.1,,,22.9,dO18_0535,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.1,0.07,A,0,,,22.8,dO18_0536,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.07,0.04,B,2.2,,,22.3,dO18_0537,
PS122/3_37-129,25/04/2020,L1,84.013007,15.628248,0.04,0.01,Q,8.7,,,22.7,dO18_0538,
PS122/3_37-132,26/04/2020,RS4,83.920737,15.508356,0.14,0.11,F,0,,,21.8,dO18_0539,
PS122/3_37-132,26/04/2020,RS4,83.920737,15.508356,0.11,0.08,C,0,,,22.1,dO18_0540,
PS122/3_37-132,26/04/2020,RS4,83.920737,15.508356,0.08,0.05,O,0.8,,,22.3,dO18_0541,
PS122/3_37-132,26/04/2020,RS4,83.920737,15.508356,0.05,0.02,H,5.5,,,22.7,dO18_0542,
PS122/3_37-132,26/04/2020,RS4,83.920737,15.508356,0.02,0,A,5.2,,,22.2,dO18_0543,
PS122/3_37-39,22/04/2020,radiation-stn,84.140663,15.880081,0.09,0,U,0,,,19.4,dO18_0507,
PS122/3_37-41,22/04/2020,snow2-A2,84.119576,15.942104,0.105,0.075,N,0,,,20,dO18_0508,
PS122/3_37-41,22/04/2020,snow2-A2,84.119576,15.942104,0.075,0.045,C,0,,,19.4,dO18_0509,
PS122/3_37-41,22/04/2020,snow2-A2,84.119576,15.942104,0.035,0.005,D,1,,,19.6,dO18_0510,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.79,0.76,O,0.1,,,19.6,dO18_0511,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.73,0.7,H,0.1,,,19.3,dO18_0512,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.67,0.64,S,0.1,,,19.9,dO18_0513,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.61,0.58,Q,0.1,,,19.4,dO18_0514,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.55,0.52,K,0,,,19.4,dO18_0515,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.49,0.46,I,0,,,19.3,dO18_0522,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.43,0.4,G,0,,,19.3,dO18_0523,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.37,0.34,M,0,,,19.1,dO18_0524,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.31,0.28,Y,0.2,,,19,dO18_0525,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.25,0.22,B,0,,,19.3,dO18_0526,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.19,0.16,W,0,,,19.3,dO18_0527,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.13,0.1,T,0,,,19.3,dO18_0528,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.1,0.07,F,0,,,19.2,dO18_0529,
PS122/3_37-57,23/04/2020,DR,84.072866,16.030914,0.07,0.04,V,0,,,19.4,dO18_0530,
PS122/3_37-68,24/04/2020,snow2-lead,84.057186,15.932178,0.05,0.02,J,54,,,9.3,dO18_0531,
PS122/3_37-68,24/04/2020,snow2-lead,84.057186,15.932178,0.03,0,R34,41.3,,,11.4,dO18_0532,
PS122/3_38-1,27/04/2020,snow2-A2,83.924284,15.628168,0.095,0.065,Y,0,,,21.6,dO18_0544,
PS122/3_38-1,27/04/2020,snow2-A2,83.924284,15.628168,0.06,0.03,K,0,,,22.2,dO18_0545,
PS122/3_38-1,27/04/2020,snow2-A2,83.924284,15.628168,0.03,0,W,0.3,,,22.7,dO18_0546,
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.218,0.188,G,0,,,19.4,dO18_0556,duplicate d18O samples
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.18,0.15,L,0.1,,,19.7,dO18_0556,duplicate d18O samples
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.15,0.12,Y,0.1,,,19.5,dO18_0557,duplicate d18O samples
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.12,0.09,E,0.1,,,19.5,dO18_0557,duplicate d18O samples
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.09,0.06,N,0.1,,,19.7,dO18_0558,
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.06,0.03,T,0.7,,,19.5,dO18_0559,
PS122/3_38-141,03/05/2020,ds-coring-FYI*,83.885417,17.949331,0.03,0,D,7.5,,,19.7,dO18_0560,
PS122/3_38-4,27/04/2020,snow1-A5*,83.933343,15.633877,0.065,0.03,I,1.2,,,22.2,dO18_0548,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.49,0.46,K,0.1,,,19.5,dO18_0547,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.46,0.43,F,0,,,19.5,dO18_0549,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.43,0.4,C,0.1,,,19.3,dO18_0550,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.34,0.31,J,0.1,,,19.8,dO18_0551,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.27,0.24,B,0.1,,,20.1,dO18_0552,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.19,0.16,W,0,,,19.4,dO18_0553,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.1,0.07,I,0,,,19.8,dO18_0554,
PS122/3_38-51,30/04/2020,L2,83.936435,17.459645,0.03,0,Q,0.1,,,19.9,dO18_0555,
PS122/3_38-95,01/05/2020,RS4,83.919984,17.68505,0.145,0.115,S,0,,,19.7,dO18_0561,
PS122/3_38-95,01/05/2020,RS4,83.919984,17.68505,0.12,0.09,M,0.1,,,19.5,dO18_0562,
PS122/3_38-95,01/05/2020,RS4,83.919984,17.68505,0.09,0.06,O,0.1,,,19.6,dO18_0564,
PS122/3_38-95,01/05/2020,RS4,83.919984,17.68505,0.06,0.03,V,2.1,,,19.8,dO18_0565,
PS122/3_38-95,01/05/2020,RS4,83.919984,17.68505,0.03,0,H,6.4,,,19.6,dO18_0567,
PS122/3_39-45,04/05/2020,snow1-transect,83.905748,18.346132,0.03,0,A,9.1,,,22,dO18_0586,
PS122/3_39-45,04/05/2020,snow1-transect,83.905748,18.346132,0.075,0.045,M,0.1,,,21.8,dO18_0587,
PS122/3_39-46,04/05/2020,snow1-A5*,83.907986,18.352127,0.095,0.065,F,0.1,,,21.6,dO18_0568,
PS122/3_39-46,04/05/2020,snow1-A5*,83.907986,18.352127,0.06,0.03,Q,0.7,,,21.2,dO18_0569,
PS122/3_39-46,04/05/2020,snow1-A5*,83.907986,18.352127,0.03,0,K,7.5,,,21.3,dO18_0570,
PS122/3_39-48,06/05/2020,L3,83.921527,17.672559,0.185,0.155,T,0,,,21.3,dO18_0571,
PS122/3_39-48,06/05/2020,L3,83.921527,17.672559,0.16,0.13,H,0.1,,,21.3,dO18_0572,
PS122/3_39-48,06/05/2020,L3,83.921527,17.672559,0.13,0.1,G,0,,,21.2,dO18_0573,
PS122/3_39-48,06/05/2020,L3,83.921527,17.672559,0.1,0.07,B,0,,,21.1,dO18_0574,
PS122/3_39-48,06/05/2020,L3,83.921527,17.672559,0.07,0.04,D,0,,,21.1,dO18_0575,
PS122/3_39-88,09/05/2020,snow2-A2,83.791626,14.137251,0.1,0.07,J,0,,,21.3,dO18_0576,
PS122/3_39-88,09/05/2020,snow2-A2,83.791626,14.137251,0.04,0.01,S,0.4,,,21,dO18_0577,
PS122/3_39-91,09/05/2020,radiation-stn,83.76896,13.956977,0.03,0,Y,0,,,22.1,dO18_0578,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.36,0.33,L,0.1,,,,dO18_0579,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.3,0.27,I,0,,,21.5,dO18_0580,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.18,0.15,W,0,,,21.2,dO18_0582,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.12,0.09,O,0,,,23.3,dO18_0583,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.06,0.03,C,0,,,22,dO18_0584,
PS122/3_39-92,10/05/2020,snow1-A3,83.658609,13.462538,0.03,0,V,2.5,,,22.3,dO18_0585,
PS122/4_44-156,22/06/2020,ds-coring-FYI*,81.983694,9.337652,0.07,0.04,J,0,,,19.8,dO18_0591,
PS122/4_44-156,22/06/2020,ds-coring-FYI*,81.983694,9.337652,0.1,0.07,K,0,,,20.6,dO18_0592,
PS122/4_44-156,22/06/2020,ds-coring-FYI*,81.983694,9.337652,0.04,0.01,Y,0,,,20.1,dO18_0593,
PS122/4_44-156,22/06/2020,ds-coring-FYI*,81.983694,9.337652,0.01,-0.04,Q,0.1,,,19,dO18_0594,
PS122/4_44-193,27/06/2020,optics-transect-ROV,81.935143,9.842092,0.03,0,AD,0,,,,dO18_0615,
PS122/4_44-193,27/06/2020,optics-transect-ROV,81.935143,9.842092,0.03,0,AE,0,,,,dO18_0616,
PS122/4_44-215,27/06/2020,Met-City-Ridge,81.967488,9.909812,0.32,0.29,O,0,,,24,dO18_0595,
PS122/4_44-215,27/06/2020,Met-City-Ridge,81.967488,9.909812,0.26,0.23,V,0,,,24,dO18_0596,
PS122/4_44-215,27/06/2020,Met-City-Ridge,81.967488,9.909812,0.2,0.17,A,0,,,23.7,dO18_0597,
PS122/4_44-216,28/06/2020,Met-City-Ridge,81.873215,9.472671,0.4,0.37,Y,0,,,23.9,dO18_0598,
PS122/4_44-216,28/06/2020,Met-City-Ridge,81.873215,9.472671,0.03,0,M,0,,,23.9,dO18_0600,
PS122/4_44-45,13/06/2020,Port,82.149102,7.694608,0.03,0.06,C,0,,,20.1,dO18_0590,
PS122/4_44-47,13/06/2020,Port,82.130768,7.702773,0.41,0.39,L,0,,,20.1,dO18_0588,
PS122/4_44-47,13/06/2020,Port,82.130768,7.702773,0.23,0.19,B,0,,,19.9,dO18_0589,
PS122/4_45-107,04/07/2020,optics-transect-ROV,81.706618,6.735446,0.05,0.02,Y,0,,,,dO18_0629,
PS122/4_45-107,04/07/2020,optics-transect-ROV,81.706618,6.735446,0.02,0,Y,0,,,,dO18_0630,
PS122/4_45-108,04/07/2020,RS5-A1,81.710941,6.682929,0.3,0.2,T,0,,,,dO18_0162,uCT holder
PS122/4_45-16,30/06/2020,SYI-behindAlisRidge,81.798226,8.980105,0.11,0.08,S,0,,,22.6,dO18_0601,
PS122/4_45-16,30/06/2020,SYI-behindAlisRidge,81.798226,8.980105,0.08,0.05,C,0,,,23.5,dO18_0602,
PS122/4_45-16,30/06/2020,SYI-behindAlisRidge,81.798226,8.980105,0.05,0.02,B,0,,,24.3,dO18_0603,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.47,0.44,K,0,,,23.1,dO18_0604,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.44,0.41,T,0,,,23.1,dO18_0605,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.41,0.38,L,0,,,22.2,dO18_0606,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.35,0.32,H,0,,,22.3,dO18_0607,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.29,0.26,Q,0,,,23.1,dO18_0608,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.2,0.17,D,0,,,24.4,dO18_0609,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.14,0.11,I,0,,,23.5,dO18_0610,
PS122/4_45-18,30/06/2020,RS5-A1,81.788426,8.964891,0.08,0.05,F,0,,,22.5,dO18_0611,
PS122/4_45-8,29/06/2020,radiation-stn,81.825549,9.156658,0.1,0.06,Z,0,,,,dO18_0051,dirty cup with parafin
PS122/4_45-8,29/06/2020,radiation-stn,81.825549,9.156658,0.06,0.03,Z,0,,,,dO18_0052,dirty cup with parafin
PS122/4_45-8,29/06/2020,radiation-stn,81.825549,9.156658,0.03,0,Z,0,,,,dO18_0053,dirty cup with parafin
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.69,0.66,M,0,,,20.5,dO18_0618,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.63,0.6,K,0,,,20.5,dO18_0619,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.57,0.54,Q,0,,,20.8,dO18_0620,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.51,0.48,C,0,,,21.2,dO18_0621,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.45,0.42,S,0,,,21.2,dO18_0622,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.36,0.33,Y,0,,,20.9,dO18_0623,
PS122/4_45-87,03/07/2020,Jaridge,81.677239,7.754624,0.27,0.24,I,0,,,21.2,dO18_0624,
PS122/4_46-104,10/07/2020,optics-stern,81.514745,2.400324,0,-0.04,T,0,,,,dO18_0638,
PS122/4_46-104,10/07/2020,optics-stern,81.514745,2.400324,0.025,0,B,0,,,,dO18_0640,
PS122/4_46-106,10/07/2020,optics-stern,81.500635,2.338499,0.1,0,AC,0,,,,dO18_0167,uCT holder
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.05,0.02,Y,0,,,,dO18_0645,
