Event,Date,Location,Latitude,Longitude,sample_top,sample_bottom,Comment,absolute_salinity(g/kg),Salinity (psu),Cond(microS/cm),Temperature,sample_id,
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.14,0.11,E,0,,,,dO18_0646,
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.29,0.26,W,0,,,,dO18_0647,
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.17,0.14,I,0,,,,dO18_0648,
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.47,0.44,D,0,,,,dO18_0649,
PS122/4_46-107,10/07/2020,RS5-A2,81.484837,2.198497,0.38,0.35,O,0,,,,dO18_0663,
PS122/4_46-108,10/07/2020,optics-stern,81.482747,2.155989,0.02,0,N,0,,,,dO18_0015,albedo point 5B
PS122/4_46-109,10/07/2020,optics-METcity,81.481578,2.128539,0.015,0,V,0,,,,dO18_0012,albedo point 2
PS122/4_46-109,10/07/2020,optics-METcity,81.481578,2.128539,0.03,0,K,0,,,,dO18_0018,albedo point 6
PS122/4_46-110,11/07/2020,RS5-A2,81.474195,1.950558,0,0,U,0,,,,dO18_0168,uCT holder
PS122/4_46-111,11/07/2020,optics-stern,81.472587,1.910245,0.04,0,F,0,,,,dO18_0013,albedo point 5A
PS122/4_46-111,11/07/2020,optics-stern,81.472587,1.910245,0.035,0,J,0,,,,dO18_0016,albedo point 5B
PS122/4_46-112,11/07/2020,optics-stern,81.459104,1.74179,0.09,0,A,0,,,,dO18_0009,albedo point 1A
PS122/4_46-112,11/07/2020,optics-stern,81.459104,1.74179,0.035,0,H,0,,,,dO18_0014,albedo point 5A
PS122/4_46-112,11/07/2020,optics-stern,81.459104,1.74179,0.03,0,G,0,,,,dO18_0017,albedo point 5B
PS122/4_46-112,11/07/2020,optics-stern,81.459104,1.74179,0.1,0,W,0,,,,dO18_0165,uCT holder
PS122/4_46-135,11/07/2020,RS5-A2,81.456558,1.716194,0,0,R,0,,,,dO18_0163,uCT holder
PS122/4_46-181,06/07/2020,ds-coring-FYI*,81.698446,5.60343,0.03,0,,0,,,,dO18_0059,FYI coring team took dO18 surface snow/SSL sample
PS122/4_46-29,06/07/2020,SYI-behindAlisRidge,81.696315,5.58293,0.09,0.06,D,0,,,,dO18_0625,
PS122/4_46-29,06/07/2020,SYI-behindAlisRidge,81.696315,5.58293,0.06,0.03,O,0,,,,dO18_0626,
PS122/4_46-29,06/07/2020,SYI-behindAlisRidge,81.696315,5.58293,0.03,0,N,0,,,,dO18_0627,
PS122/4_46-29,06/07/2020,SYI-behindAlisRidge,81.696315,5.58293,0,-0.03,V,0,,,,dO18_0628,
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,0.065,0,Z,0,,,,dO18_0169,uCT holder
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,0.075,0,X,0,,,,dO18_0174,uCT holder
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,0.05,0.02,Q,0,,,,dO18_0650,
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,0.03,0,C,0,,,,dO18_0651,
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,0,-0.03,L,0,,,,dO18_0652,
PS122/4_47-22,13/07/2020,ds-coring-FYI*,81.425052,0.316621,-0.03,-0.06,S,0,,,,dO18_0653,
PS122/4_47-66,15/07/2020,radiation-stn,81.300986,0.330837,0.09,0,V,0,,,,dO18_0164,uCT holder
PS122/4_47-66,15/07/2020,radiation-stn,81.300986,0.330837,0.11,0,AE,0,,,,dO18_0173,uCT holder
PS122/4_47-76,16/07/2020,optics-stern,81.223275,0.278991,0.08,0,L,0,,,,dO18_0170,uCT holder
PS122/4_47-76,16/07/2020,optics-stern,81.223275,0.278991,0.05,0,Q,0,,,,dO18_0171,uCT holder
PS122/4_47-76,16/07/2020,optics-stern,81.223275,0.278991,0.045,0,AF,0,,,,dO18_0172,uCT holder
PS122/4_47-77,15/07/2020,optics-transect-SYI,81.300299,0.329165,0,0,AB,0,,,,dO18_0166,uCT holder
PS122/4_48-142,24/07/2020,Jaridge,80.198576,-0.575309,0.07,0.035,V,0,,,,dO18_0692,
PS122/4_48-142,24/07/2020,Jaridge,80.198576,-0.575309,0.035,0,V,0,,,,dO18_0695,
PS122/4_48-143,24/07/2020,Jaridge,80.194934,-0.579205,0.05,0,M,0,,,,dO18_0699,
PS122/4_48-144,24/07/2020,Jaridge,80.190981,-0.584618,0.06,0,L,0,,,,dO18_0685,
PS122/4_48-145,24/07/2020,Jaridge,80.18728,-0.590886,0.05,0,U,0,,,,dO18_0690,
PS122/4_48-146,25/07/2020,Met-City-Ridge,79.992951,-0.653278,0.07,0.04,S,0,,,,dO18_0661,
PS122/4_48-146,25/07/2020,Met-City-Ridge,79.992951,-0.653278,0.04,0.01,N,0,,,,dO18_0662,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.09,0.06,K,0,,,,dO18_0665,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.12,0.09,Q,0,,,,dO18_0666,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.06,0.03,L,0,,,,dO18_0667,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.15,0.12,C,0,,,,dO18_0668,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.18,0.15,T,0,,,,dO18_0669,
PS122/4_48-177,26/07/2020,RS5-A3,79.797172,-1.741012,0.03,0,G,0,,,,dO18_0672,
PS122/4_48-40,20/07/2020,ds-coring-FYI*,80.782392,-0.440613,0.06,0.03,T,0,,,,dO18_0654,
PS122/4_48-40,20/07/2020,ds-coring-FYI*,80.782392,-0.440613,0.03,0,V,0,,,,dO18_0655,
PS122/4_48-40,20/07/2020,ds-coring-FYI*,80.782392,-0.440613,0,-0.03,W,0,,,,dO18_0656,
PS122/4_48-41,20/07/2020,optics-ECO,80.754259,-0.501642,0,-0.01,A,0,,,,dO18_0057,dusty lid used
PS122/4_48-41,20/07/2020,optics-ECO,80.754259,-0.501642,0.06,0.03,K,0,,,,dO18_0657,
PS122/4_48-41,20/07/2020,optics-ECO,80.754259,-0.501642,0.03,0,Y,0,,,,dO18_0658,
PS122/4_48-41,20/07/2020,optics-ECO,80.754259,-0.501642,-0.01,-0.02,H,0,,,,dO18_0659,
PS122/4_48-41,20/07/2020,optics-ECO,80.754259,-0.501642,-0.02,-0.04,Q,0,,,,dO18_0660,
PS122/4_48-42,21/07/2020,optics-ECO,80.635336,-0.530859,0.02,0,I,0,,,,dO18_0010,albedo point 1A
PS122/4_48-42,21/07/2020,optics-ECO,80.635336,-0.530859,0.01,0,F,0,,,,dO18_0011,albedo point 1B
PS122/4_48-47,22/07/2020,optics-ECO,80.508354,-0.513978,0.06,0,S,0,,,,dO18_0682,
PS122/4_48-47,22/07/2020,optics-ECO,80.508354,-0.513978,0.1,0.07,AA,0,,,,dO18_0683,
PS122/4_48-47,22/07/2020,optics-ECO,80.508354,-0.513978,0.07,0.05,AA,0,,,,dO18_0697,
PS122/4_48-47,22/07/2020,optics-ECO,80.508354,-0.513978,0.05,0,AA,0,,,,dO18_0698,
PS122/4_48-58,22/07/2020,optics-ECO,80.46789,-0.572753,0.09,0.06,X,0,,,,dO18_0686,
PS122/4_48-58,22/07/2020,optics-ECO,80.46789,-0.572753,0.06,0.03,X,0,,,,dO18_0687,
PS122/4_48-58,22/07/2020,optics-ECO,80.46789,-0.572753,0.03,0,X,0,,,,dO18_0688,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.17,0.14,M,0,,,,dO18_0673,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.26,0.23,S,0,,,,dO18_0676,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.2,0.17,W,0,,,,dO18_0677,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.11,0.08,H,0,,,,dO18_0678,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.05,0.02,J,0,,,,dO18_0679,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.14,0.11,I,0,,,,dO18_0680,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.08,0.05,Y,0,,,,dO18_0681,
PS122/4_49-47,29/07/2020,RS5-A4,79.187972,-2.590231,0.23,0.2,D,0,,,,dO18_0700,
PS122/4_49-7,27/07/2020,optics-ECO,79.637462,-2.247271,0.06,0,AD,0,,,,dO18_0684,
PS122/4_49-7,27/07/2020,optics-ECO,79.637462,-2.247271,0.04,0,Q,0,,,,dO18_0696,
PS122/4_49-8,27/07/2020,ds-coring-FYI*,79.629832,-2.248657,0.07,0.04,E,0,,,,dO18_0670,
PS122/4_49-8,27/07/2020,ds-coring-FYI*,79.629832,-2.248657,0.04,0.01,V,0,,,,dO18_0671,
PS122/4_49-8,27/07/2020,ds-coring-FYI*,79.629832,-2.248657,0.1,0.07,AF,0,,,,dO18_0689,
PS122/4_49-8,27/07/2020,ds-coring-FYI*,79.629832,-2.248657,0.07,0.04,AF,0,,,,dO18_0691,
PS122/4_49-8,27/07/2020,ds-coring-FYI*,79.629832,-2.248657,0.04,0,AF,0,,,,dO18_0693,
PS122/5_59-204,22/08/2020,SNOW5_ROV,87.751934,104.545247,0.03,0,D,0,,,21.5,dO18_0702,
PS122/5_59-206,22/08/2020,SNOW5_RS,87.756544,104.731515,0.06,0.03,S,0,,,21.6,,
PS122/5_59-222,23/08/2020,SNOW5_MET,87.757849,105.99037,0.07,0.04,K,0,,,21.6,,
PS122/5_59-222,23/08/2020,SNOW5_MET,87.757849,105.99037,0.04,0.01,M,0,,,21.6,,
PS122/5_59-235,23/08/2020,SNOW5_OC,87.754877,105.90981,0.04,0.01,V,0,,,21.4,dO18_0704,
PS122/5_59-235,23/08/2020,SNOW5_OC,87.754877,105.90981,0.07,0.04,I,0,,,21.7,,
PS122/5_59-250,24/08/2020,SNOW5_RS,87.767797,105.546037,0.04,0.01,Y,0,,,21.7,,
PS122/5_59-250,24/08/2020,SNOW5_RS,87.767797,105.546037,0.1,0.07,J,0,,,21.9,,
PS122/5_59-250,24/08/2020,SNOW5_RS,87.767797,105.546037,0.07,0.04,T,0,,,21.7,,
PS122/5_59-267,25/08/2020,SNOW5_ROV,87.777116,104.772369,0.04,0.01,W,0,,,21.6,dO18_0701,
PS122/5_59-267,25/08/2020,SNOW5_ROV,87.777116,104.772369,0.08,0.05,Q,0,,,21.7,,
PS122/5_59-267,25/08/2020,SNOW5_ROV,87.777116,104.772369,0.11,0.08,B,0,,,21.5,,
PS122/5_59-292,26/08/2020,SNOW5_ALBK,87.828525,104.612719,0.04,0.01,L,0,,,21.5,,
PS122/5_59-292,26/08/2020,SNOW5_ALBK,87.828525,104.612719,0.07,0.04,E,0,,,21.5,,
PS122/5_59-292,26/08/2020,SNOW5_ALBK,87.828525,104.612719,0.1,0.07,H,0,,,21.4,,
PS122/5_59-313,27/08/2020,SNOW5_RS,87.945329,107.493158,0.05,0.02,F,0,,,21.4,,
PS122/5_59-313,27/08/2020,SNOW5_RS,87.945329,107.493158,0.03,0,N,0,,,21.3,,
PS122/5_59-350,28/08/2020,SNOW5_ALBK,88.02438,108.658333,0.06,0.03,G,0,,,21.5,,
PS122/5_59-350,28/08/2020,SNOW5_ALBK,88.02438,108.658333,0.03,0,O,0,,,21.6,,
PS122/5_59-352,28/08/2020,SNOW5_ROV,88.034057,108.874153,0.04,0.01,A,0,,,21.9,dO18_0703,
PS122/5_60-128,05/09/2020,SNOW5_ALBK,88.750308,119.466975,0.035,0.005,G,0,,,21.6,,
PS122/5_60-142,05/09/2020,SNOW5_ROV,88.746582,119.405322,0.02,0,H,0,,,20.9,,
PS122/5_60-2,31/08/2020,SNOW5_CORING,88.284476,113.764353,0.04,0.01,S,0,,,21.1,,
PS122/5_60-24,01/09/2020,SNOW5_MET,88.339311,114.90397,0.05,0.02,T,0,,,20.9,,
PS122/5_60-26,01/09/2020,SNOW5_ROV,88.345061,115.148576,0.04,0.01,I,0,,,21.3,,
PS122/5_60-78,03/09/2020,SNOW5_ROV,88.584335,120.017143,0.04,0.01,D,0,,,21.1,,
PS122/5_60-91,04/09/2020,SNOW5_ALBK,88.697669,120.650948,0.033,0.015,J,0,,,20.7,,
PS122/5_61-132,10/09/2020,SNOW5_RS,88.708939,107.2105,0.035,0.005,E,0,,,21.6,,
PS122/5_61-162,11/09/2020,SNOW5_MET,88.733934,104.723708,0.08,0.05,F,0,,,21.1,,
PS122/5_61-198,12/09/2020,SNOW5_ROV,88.770863,101.628044,0.04,0.01,B,0,,,21.7,dO18_0705,
PS122/5_61-198,12/09/2020,SNOW5_ROV,88.770863,101.628044,0.07,0.04,C,0,,,21.9,,
PS122/5_61-2,07/09/2020,SNOW5_CORING,88.726446,112.117193,0.045,0.015,W,0,,,21.5,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.045,-0.06,S,1.1,,,23.7,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.08,-0.12,M,1.1,,,22.7,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.03,-0.045,S,1,,,23.7,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.01,-0.03,S,1.2,,,23.4,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.06,-0.08,M,0.8,,,23.4,,
PS122/5_61-210,12/09/2020,LEAD_ICE_OC,88.771369,101.209891,-0.08,-0.1,M,0.8,,,22.6,,
PS122/5_61-236,13/09/2020,SNOW5_ALBK,88.856541,97.536664,0.07,0.04,A,0,,,21.6,,
PS122/5_61-236,13/09/2020,SNOW5_ALBK,88.856541,97.536664,0.04,0.01,D,0,,,21.6,,
PS122/5_61-25,08/09/2020,SNOW5_ROV,88.67611,112.661966,0.03,0.01,O,0,,,21.6,dO18_0149,"surface, too hard for deep density measurements"
PS122/5_61-28,08/09/2020,SNOW5_MET,88.676125,112.350289,0.025,-0.005,V,0,,,21.7,,
PS122/5_61-4,07/09/2020,SNOW5_RS,88.703571,111.962607,0.03,0,A,0,,,21.9,,
PS122/5_61-97,09/09/2020,SNOW5_MET,88.729162,112.875178,0.03,0,Q,0,,,21.4,dO18_0070,not quite full vial
PS122/5_61-97,09/09/2020,SNOW5_MET,88.729162,112.875178,0.06,0.03,Y,0,,,21.8,dO18_0071,not quite full vial
PS122/5_61-97,09/09/2020,SNOW5_MET,88.729162,112.875178,0.12,0.09,B,0,,,21.8,dO18_0181,weight need to be combined with dO18_599
PS122/5_61-97,09/09/2020,SNOW5_MET,88.729162,112.875178,0.09,0.06,K,0,,,21.8,dO18_0182,weight need to be combined with dO18_611
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.08,0.05,G,0,,,21.8,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.03,0,I,0,,,21.5,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.05,0.02,H,0,,,21.7,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0,-0.02,X,0,,,18.4,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.04,0.02,X,0,,,18.6,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.02,0,X,0,,,18.6,,
PS122/5_62-10,14/09/2020,SNOW5_CORING,89.004131,99.049388,0.07,0.04,X,0,,,20.2,,
PS122/5_62-101,17/09/2020,SNOW5_TRANS_ARIEL_PIT,89.025123,108.168295,0.04,0.01,Y,0,,,19.8,,
PS122/5_62-119,18/09/2020,SNOW5_RADST_POND,89.065579,107.226262,0.07,0.04,T,0,,,19,,
PS122/5_62-119,18/09/2020,SNOW5_RADST_POND,89.065579,107.226262,0.04,0.01,B,0,,,19.6,,
PS122/5_62-119,18/09/2020,SNOW5_RADST_POND,89.065579,107.226262,0.04,0.02,AE,0,,,23.9,,
PS122/5_62-119,18/09/2020,SNOW5_RADST_POND,89.065579,107.226262,0.02,0,AE,0.3,,,24.3,,
PS122/5_62-119,18/09/2020,SNOW5_RADST_POND,89.065579,107.226262,0.07,0.04,AE,0.2,,,24.1,,
PS122/5_62-123,18/09/2020,SNOW5_TCHAIN_2020T78,89.067467,107.311044,0.04,0.01,F,0,,,20.1,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0.035,0.005,E,0,,,20.1,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0.065,0.035,E22,0,,,20,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0.04,0.02,AA,0,,,24.1,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0,-0.02,AA,0.3,,,23,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0.02,0,AA,0.1,,,23.9,,
PS122/5_62-124,18/09/2020,SNOW5_MET,89.070548,107.343742,0.065,0.04,AA,0,,,23,,
PS122/5_62-126,18/09/2020,SNOW5_FMI_RADST,89.073609,107.075181,0.06,0.03,I,0,,,21,,
PS122/5_62-126,18/09/2020,SNOW5_FMI_RADST,89.073609,107.075181,0.03,0,K,0.1,,,21.2,,
PS122/5_62-126,18/09/2020,SNOW5_FMI_RADST,89.073609,107.075181,0.02,0,AB,0.2,,,23.3,,
PS122/5_62-126,18/09/2020,SNOW5_FMI_RADST,89.073609,107.075181,0.06,0.04,AB,0,,,23.9,,
PS122/5_62-126,18/09/2020,SNOW5_FMI_RADST,89.073609,107.075181,0.04,0.02,AB,0.1,,,23.8,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,0.03,0,AD,0.9,,,21.3,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,0.03,0,O,0.2,,,21.7,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.095,-0.12,AD,1.8,,,24.5,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.16,-0.18,AD,1.3,,,23.9,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.02,-0.05,AD,0.7,,,24.1,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.12,-0.14,AD,1.3,,,24.2,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.07,-0.095,AD,3.1,,,24.2,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.14,-0.16,AD,2.7,,,24.2,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,0,-0.02,AD,0.6,,,24.3,,
PS122/5_62-139,19/09/2020,FLUX_SLED_POND,89.146214,110.819362,-0.05,-0.07,AD,1.2,,,24.1,,
PS122/5_62-140,19/09/2020,SNOW5_RS,89.141897,110.790995,0.05,0.02,G,0,,,21.7,,
PS122/5_62-140,19/09/2020,SNOW5_RS,89.141897,110.790995,0.03,0,H,0,,,21.5,,
PS122/5_62-140,19/09/2020,SNOW5_RS,89.141897,110.790995,0,-0.02,AF,0,,,24.1,,
PS122/5_62-140,19/09/2020,SNOW5_RS,89.141897,110.790995,0.02,0,AF,0,,,23.9,,
PS122/5_62-140,19/09/2020,SNOW5_RS,89.141897,110.790995,0.05,0.02,AF,0,,,24,,
PS122/5_62-146,19/09/2020,SNOW5_TCHAIN_RS,89.138908,110.399341,0.04,0.01,Q,0,,,20.5,,
PS122/5_62-39,15/09/2020,SNOW5_FLUX,89.072621,107.470892,0.07,0.04,E45,0.1,,,21.6,,
PS122/5_62-39,15/09/2020,SNOW5_FLUX,89.072621,107.470892,0.04,0.01,E17,0,,,21.4,,
PS122/5_62-44,15/09/2020,SNOW5_RS,89.064766,107.785536,0.03,0,E22,0.1,,,21.5,,
PS122/5_62-44,15/09/2020,SNOW5_RS,89.064766,107.785536,0.04,0.02,Z,0.1,,,20.7,,
PS122/5_62-44,15/09/2020,SNOW5_RS,89.064766,107.785536,0,-0.02,Z,0,,,20,,
PS122/5_62-44,15/09/2020,SNOW5_RS,89.064766,107.785536,0.02,0,Z,0.1,,,18.9,,
PS122/5_62-69,16/09/2020,SNOW5_ROV,89.089668,108.640834,0.035,0.005,S,0,,,20.3,,
PS122/5_62-69,16/09/2020,SNOW5_ROV,89.089668,108.640834,0.065,0.035,G20,0,,,16.7,,
PS122/5_62-69,16/09/2020,SNOW5_ROV,89.089668,108.640834,0,-0.02,AC,0.1,,,24.1,,
PS122/5_62-69,16/09/2020,SNOW5_ROV,89.089668,108.640834,0.03,0,AC,0,,,24.1,,
PS122/5_62-69,16/09/2020,SNOW5_ROV,89.089668,108.640834,0.065,0.03,AC,0,,,24.1,,
PS122/5_62-89,17/09/2020,SNOW5_ALBK,89.028433,108.167418,0.05,0.02,V,0,,,19.7,,
PS122/5_62-89,17/09/2020,SNOW5_ALBK,89.028433,108.167418,0.08,0.05,W,0,,,20.6,,
PS122/5_62-89,17/09/2020,SNOW5_ALBK,89.028433,108.167418,0.035,0.005,W,0,,,23.4,,
PS122/5_62-89,17/09/2020,SNOW5_ALBK,89.028433,108.167418,0.065,0.035,W,0,,,23.4,,
PS122/5_62-89,17/09/2020,SNOW5_ALBK,89.028433,108.167418,0.005,-0.025,W,0,,,22.2,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0.065,0.035,D,0,,,18.9,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0.035,0.015,NaN,0,,,20.5,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0.06,0.04,Y,0,,,20.4,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0,-0.02,Y,0,,,20.9,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0.04,0.02,Y,0.1,,,20.3,,
PS122/5_62-99,17/09/2020,SNOW5_FLUX,89.016113,107.546764,0.02,0,Y,0,,,20.2,,
PS122/5_63-262,30/09/2020,SNOW5_ICESTATION3,81.728701,1.625851,0.04,0.01,CT62,10,,,22.7,,
PS122/5_63-262,30/09/2020,SNOW5_ICESTATION3,81.728701,1.625851,0.07,0.04,CT61,2.6,,,23.5,,
PS122/5_63-96,24/09/2020,SNOW5_ICESTATION1,86.012462,59.425118,0.045,0.015,G,4.6,,,17.4,,
PS122/5_63-96,24/09/2020,SNOW5_ICESTATION1,86.012462,59.425118,0.075,0.045,W,0.8,,,15.3,,
PS122/5_63-96,24/09/2020,SNOW5_ICESTATION1,86.012462,59.425118,0.025,0,Z,1.7,,,23.9,,
PS122/5_63-96,24/09/2020,SNOW5_ICESTATION1,86.012462,59.425118,0.075,0.05,Z,0.5,,,24,,
PS122/5_63-96,24/09/2020,SNOW5_ICESTATION1,86.012462,59.425118,0.05,0.025,Z,1.2,,,24,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.06,0.03,T,0,,,16.5,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.09,0.06,V,0.1,,,17.1,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.12,0.09,K,0.1,,,20.2,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.03,0,S,0.1,,,20.5,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.09,0.06,Y,0.1,,,22.5,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.03,0,Y,0,,,22.9,,
PS122/5_63-97,26/09/2020,SNOW5_ICESTATION2,86.029337,35.539477,0.06,0.03,Y,0.1,,,24.1,,
PS122/5_63-99,26/09/2020,SNOW5_ICESTATION2,86.032503,35.502449,0.03,0,E22,0,,,19,,
PS122/5_63-99,26/09/2020,SNOW5_ICESTATION2,86.032503,35.502449,0.02,0,AD,0,,,23.9,,